fips,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25
53061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430969081105256,0.118426914720145,0.0313103064775451,0.10756634324829,0.10756634324829,0.148698354997035,0.113824178602879,0.113824178602879,0.0371372893366482,0.0371372893366482,0,0.0721450259008509,0.0721450259008509,0.0962622793529542,0.0962622793529542,0.0962622793529542,0.0623210396661649,0.0801851873035635,0.056421622299043,0.0647409304447011,0.056421622299043,0.0325882661698758,0.0229245566260303,0.0371372893366482,0.0424022162772979,0.057096868374616,0.0592238410488122,0.0573255782334066,0.0428361890406388,0.0403582746309219,0.0392241015672063,0.0361751937196431,0.0256743935105102
17031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.148698354997035,0.148698354997035,0.148698354997035,0.245730939615517,0.319507910772894,0.148698354997035,0.201124433981431,0.201124433981431,0.272259636539392,0.302585542348676,0.350960038520614,0.306040724969801,0.356911634828607,0.201124433981431,0.132956810601171,0.100082101138866,0.123427532595092,0.105633405908147,0.109332805725852,0.118426914720145,0.152632345594969,0.116540855224031,0.11673998861555,0.110712889260303,0.0974372684169862,0.0807704159755225,0.106814430577195,0.0909660785014497,0.077248195310283,0.069218289704823,0.0555458916484839,0.0360768195420678,0.0381521027165941,0.0508660007633055,0.0558006083508407,0.0521617188849774,0.0564938463800011,0.0553199614283693,0.0494145228445839,0.0364110020068842,0.0331080692352539,0.0247211628728328
6059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245730939615517,0.284735157123439,0.350960038520614,0.272259636539392,0.272259636539392,0.272259636539392,0.0946087842231575,0.0763169225148108,0.0696103757250688,0.0844717711976986,0.124746113142095,0.127009202097925,0.110953459542621,0.148698354997035,0.140936168422928,0.10756634324829,0.0985605433061179,0.0844717711976986,0.0334064829387792,0.0383266700886169,0.0428361890406388,0.0294620682392586,0.0339752265319502
4013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148698354997035,0.184664452542244,0.184664452542244,0.148698354997035,0.176079022524674,0.224239925364275,0.0946087842231575,0.131798365631002,0.148698354997035,0.135641572496078,0.0909660785014497,0.115506700140541,0.130455777786648,0.0752800064055696,0.0886916332507761,0.104947953796503,0.109888305656709,0.0592238410488122,0.0813099920886575,0.0488372867840543,0.0395949882075526,0.0180840023201989,0.034967527040807,0.043167563810135,0.0494145228445839,0.043167563810135,0.0371372893366482
6037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379729661461215,0.10756634324829,0,0.0371372893366482,0.124746113142095,0.148698354997035,0.148698354997035,0.148698354997035,0.10756634324829,0.0212956876001351,0.0192448764914566,0.0371372893366482,0.0371372893366482,0.0538739520617835,0.0844717711976986,0.0778180677127258,0.0721450259008509,0.0844717711976986,0.0899769870483453,0.0592238410488122,0.0558928824833769,0.0529184890651104,0.0763169225148108,0.0771435877927431,0.0916070695892885,0.0810069343078312,0.0709958860395983,0.0551181986832046,0.0323243795353079,0.0186463764447298,0.0303580331018511,0.036019681902083
6085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0844717711976986,0.0844717711976986,-0.0778920885182722,-0.0778920885182722,-0.0778920885182722,-0.0778920885182722,-0.0778920885182722,0,0.0844717711976986,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.0844717711976986,0.0238362555396097,0.0657627566354742,0.0657627566354742,0.0657627566354742,0.0592238410488122,0.0592238410488122,0.0175545771755876,0.0175545771755876,0.0175545771755876,0,0,0.0161373647415957
25025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.148698354997035,0.245730939615517,0.245730939615517,0.245730939615517,0.430969081105256,0.284735157123439,0.216728683786412,0.216728683786412,0.296744116109658,0.128881320730198,0.17978912471278,0.10197228772148,0.118426914720145,0.0494145228445839,0.0639953128150836,0.0121987292499426,0.0788524439623715,0.0844717711976986,0.148698354997035,0.163621518305376,0.148698354997035,0.188206113520115,0.194181052817178,0.136118332350282
6075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148698354997035,0.148698354997035,0.148698354997035,0.148698354997035,0.245730939615517,0.0844717711976986,0.0844717711976986,0.350960038520614,0.350960038520614,0.296744116109658,0.319507910772894,0.461442551621925,0.184664452542244,0.216728683786412,0.28138071143961,0.319507910772894,0.210583275107595,0.207910879772286,0.176079022524674,0.0844717711976986,0.0456395525912732,0.0324411318996984,0.0280153179958833,0.0280153179958833,0.0202183690752116,0.00980579767348533,0.0158809586113515,0.0303580331018511,0.0523002158910777,0.0566897836795284,0.0617338783070867,0.0592238410488122,0.0433055124481001,0.0238362555396097,0.0185741729866438,0.0114972741551362,0.00892998907199627,0.00883139335145078,0.00657951509766797
55025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379729661461215,0.584893192461114,0.67027765233481,0.496277869738845,0.534206382524911,0.401131032353403,0.291994009955633,0.225947379596958,0.245730939615517,0.315603972768292,0.245730939615517,0.193007984684952,0.201124433981431,0.163621518305376,0.0876898449114683,0.115651627610698,0.130996665966198,0.136974488810138,0.138962218587899,0.144157903139711,0.08652960720048,0.0605363901094722,0.0582930629490022,0.0492515196489509,0.0336568843451934,0.025120872198527,0.0263518540707108,0.0251359249263858,0.0205088641021141,0.0272835936923175,0.0276004609931004,0.0276915845611729,0.0201805594034967,0.0193164175096734,0.0136938594463003,0.0113746386915217,0.00768246749419177,0.00488168257770272
6073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.148698354997035,0.148698354997035,0.148698354997035,0.319507910772894,0.201124433981431,0.245730939615517,0.245730939615517,0.245730939615517,0.0844717711976986,0.0696103757250688,0.0313103064775451,0.0313103064775451,0.0313103064775451,0.0844717711976986,0.0515474967972804,0.0515474967972804,0.0739409237857793,0.0946087842231575,0.0592238410488122,0.0592238410488122,0.0592238410488122,0.0371372893366482,0.0339752265319502,0.0161373647415957,0,0,0,0.0149319789453937,0.0149319789453937,0.0456395525912732,0.0456395525912732,0.0456395525912732
